,대륙,국가,항목구분,연도,서비스비용(백만$)
2420,유럽,룩셈부르크,장기 치료,2001,36.06
2421,유럽,룩셈부르크,장기 치료,2002,40.76
2422,유럽,룩셈부르크,장기 치료,2003,54.32
2423,유럽,룩셈부르크,장기 치료,2004,70.12
2424,유럽,룩셈부르크,장기 치료,2005,76.5
2425,유럽,룩셈부르크,장기 치료,2006,82.02
2426,유럽,룩셈부르크,장기 치료,2007,79.23
2427,유럽,룩셈부르크,장기 치료,2008,92.35
2428,유럽,룩셈부르크,장기 치료,2009,95.9
2429,유럽,룩셈부르크,장기 치료,2010,99.64
2430,유럽,룩셈부르크,장기 치료,2011,100.56
2431,유럽,룩셈부르크,장기 치료,2012,78.24
2432,유럽,룩셈부르크,장기 치료,2013,87.19
2433,유럽,룩셈부르크,장기 치료,2014,92.34
2434,유럽,룩셈부르크,장기 치료,2015,78.01
2435,유럽,룩셈부르크,장기 치료,2016,80.83
2436,유럽,룩셈부르크,장기 치료,2017,86.67
2437,유럽,룩셈부르크,장기 치료,2018,93.99
2438,유럽,룩셈부르크,장기 치료,2019,96.85
2439,유럽,룩셈부르크,보건 보조 서비스,1999,7.74
2440,유럽,룩셈부르크,보건 보조 서비스,2000,9.9
2441,유럽,룩셈부르크,보건 보조 서비스,2001,10.94
2442,유럽,룩셈부르크,보건 보조 서비스,2002,13.16
2443,유럽,룩셈부르크,보건 보조 서비스,2003,16.24
2444,유럽,룩셈부르크,보건 보조 서비스,2004,20.37
2445,유럽,룩셈부르크,보건 보조 서비스,2005,19.0
2446,유럽,룩셈부르크,보건 보조 서비스,2006,20.5
2447,유럽,룩셈부르크,보건 보조 서비스,2007,24.63
2448,유럽,룩셈부르크,보건 보조 서비스,2008,27.25
2449,유럽,룩셈부르크,보건 보조 서비스,2009,27.99
2450,유럽,룩셈부르크,보건 보조 서비스,2010,25.09
2451,유럽,룩셈부르크,보건 보조 서비스,2011,27.75
2452,유럽,룩셈부르크,보건 보조 서비스,2012,25.91
2453,유럽,룩셈부르크,보건 보조 서비스,2013,27.76
2454,유럽,룩셈부르크,보건 보조 서비스,2014,32.44
2455,유럽,룩셈부르크,보건 보조 서비스,2015,25.56
2456,유럽,룩셈부르크,보건 보조 서비스,2016,26.3
2457,유럽,룩셈부르크,보건 보조 서비스,2017,28.33
2458,유럽,룩셈부르크,보건 보조 서비스,2018,29.11
2459,유럽,룩셈부르크,보건 보조 서비스,2019,29.54
2460,유럽,룩셈부르크,의료품,1999,24.64
2461,유럽,룩셈부르크,의료품,2000,22.65
2462,유럽,룩셈부르크,의료품,2001,24.4
2463,유럽,룩셈부르크,의료품,2002,28.35
2464,유럽,룩셈부르크,의료품,2003,36.87
2465,유럽,룩셈부르크,의료품,2004,43.41
2466,유럽,룩셈부르크,의료품,2005,44.83
2467,유럽,룩셈부르크,의료품,2006,47.73
2468,유럽,룩셈부르크,의료품,2007,56.07
2469,유럽,룩셈부르크,의료품,2008,61.37
2470,유럽,룩셈부르크,의료품,2009,61.38
2471,유럽,룩셈부르크,의료품,2010,60.5
2472,유럽,룩셈부르크,의료품,2011,54.93
2473,유럽,룩셈부르크,의료품,2012,64.08
2474,유럽,룩셈부르크,의료품,2013,67.62
2475,유럽,룩셈부르크,의료품,2014,69.16
2476,유럽,룩셈부르크,의료품,2015,58.69
2477,유럽,룩셈부르크,의료품,2016,60.18
2478,유럽,룩셈부르크,의료품,2017,63.64
2479,유럽,룩셈부르크,의료품,2018,69.46
2480,유럽,룩셈부르크,의료품,2019,67.62
2481,유럽,룩셈부르크,예방치료,1999,1.58
2482,유럽,룩셈부르크,예방치료,2000,1.73
2483,유럽,룩셈부르크,예방치료,2001,2.4
2484,유럽,룩셈부르크,예방치료,2002,4.68
2485,유럽,룩셈부르크,예방치료,2003,5.31
2486,유럽,룩셈부르크,예방치료,2004,5.51
2487,유럽,룩셈부르크,예방치료,2005,8.33
2488,유럽,룩셈부르크,예방치료,2006,7.39
2489,유럽,룩셈부르크,예방치료,2007,9.38
2490,유럽,룩셈부르크,예방치료,2008,9.22
2491,유럽,룩셈부르크,예방치료,2009,11.94
2492,유럽,룩셈부르크,예방치료,2010,9.79
2493,유럽,룩셈부르크,예방치료,2011,11.36
2494,유럽,룩셈부르크,예방치료,2012,8.46
2495,유럽,룩셈부르크,예방치료,2013,9.25
2496,유럽,룩셈부르크,예방치료,2014,9.98
2497,유럽,룩셈부르크,예방치료,2015,8.77
2498,유럽,룩셈부르크,예방치료,2016,9.21
2499,유럽,룩셈부르크,예방치료,2017,10.0
2500,유럽,룩셈부르크,예방치료,2018,10.92
2501,유럽,룩셈부르크,예방치료,2019,12.59
2502,유럽,룩셈부르크,정부의료체계 및 재정행정,1999,9.17
2503,유럽,룩셈부르크,정부의료체계 및 재정행정,2000,3.09
2504,유럽,룩셈부르크,정부의료체계 및 재정행정,2001,3.49
2505,유럽,룩셈부르크,정부의료체계 및 재정행정,2002,3.67
2506,유럽,룩셈부르크,정부의료체계 및 재정행정,2003,4.55
2507,유럽,룩셈부르크,정부의료체계 및 재정행정,2004,5.34
2508,유럽,룩셈부르크,정부의료체계 및 재정행정,2005,5.5
2509,유럽,룩셈부르크,정부의료체계 및 재정행정,2006,5.88
2510,유럽,룩셈부르크,정부의료체계 및 재정행정,2007,6.8
2511,유럽,룩셈부르크,정부의료체계 및 재정행정,2008,8.04
2512,유럽,룩셈부르크,정부의료체계 및 재정행정,2009,8.4
2513,유럽,룩셈부르크,정부의료체계 및 재정행정,2010,7.83
2514,유럽,룩셈부르크,정부의료체계 및 재정행정,2011,24.21
2515,유럽,룩셈부르크,정부의료체계 및 재정행정,2012,13.47
2516,유럽,룩셈부르크,정부의료체계 및 재정행정,2013,15.12
2517,유럽,룩셈부르크,정부의료체계 및 재정행정,2014,15.69
2518,유럽,룩셈부르크,정부의료체계 및 재정행정,2015,13.52
2519,유럽,룩셈부르크,정부의료체계 및 재정행정,2016,13.97
2520,유럽,룩셈부르크,정부의료체계 및 재정행정,2017,15.76
2521,유럽,룩셈부르크,정부의료체계 및 재정행정,2018,16.93
2522,유럽,룩셈부르크,정부의료체계 및 재정행정,2019,17.54
2523,유럽,네덜란드,보건 당기 지출,1998,15523.74
2524,유럽,네덜란드,보건 당기 지출,1999,4702.29
2525,유럽,네덜란드,보건 당기 지출,2000,4311.39
2526,유럽,네덜란드,보건 당기 지출,2001,4667.91
2527,유럽,네덜란드,보건 당기 지출,2002,5486.58
2528,유럽,네덜란드,보건 당기 지출,2003,7047.5
2529,유럽,네덜란드,보건 당기 지출,2004,8050.42
2530,유럽,네덜란드,보건 당기 지출,2005,8352.0
2531,유럽,네덜란드,보건 당기 지출,2006,8921.01
2532,유럽,네덜란드,보건 당기 지출,2007,10303.86
2533,유럽,네덜란드,보건 당기 지출,2008,11772.16
2534,유럽,네덜란드,보건 당기 지출,2009,11649.25
2535,유럽,네덜란드,보건 당기 지출,2010,11549.82
2536,유럽,네덜란드,보건 당기 지출,2011,12393.85
2537,유럽,네덜란드,보건 당기 지출,2012,11885.32
2538,유럽,네덜란드,보건 당기 지출,2013,12437.9
2539,유럽,네덜란드,보건 당기 지출,2014,12649.55
2540,유럽,네덜란드,보건 당기 지출,2015,10584.84
2541,유럽,네덜란드,보건 당기 지출,2016,10791.83
2542,유럽,네덜란드,보건 당기 지출,2017,11305.15
2543,유럽,네덜란드,보건 당기 지출,2018,12285.6
2544,유럽,네덜란드,보건 당기 지출,2019,12348.58
2545,유럽,네덜란드,치료 및 재활 치료,1998,7056.06
2546,유럽,네덜란드,치료 및 재활 치료,1999,2114.9
2547,유럽,네덜란드,치료 및 재활 치료,2000,1936.14
2548,유럽,네덜란드,치료 및 재활 치료,2001,2111.42
2549,유럽,네덜란드,치료 및 재활 치료,2002,2501.65
2550,유럽,네덜란드,치료 및 재활 치료,2003,3230.65
2551,유럽,네덜란드,치료 및 재활 치료,2004,3774.12
2552,유럽,네덜란드,치료 및 재활 치료,2005,3909.0
2553,유럽,네덜란드,치료 및 재활 치료,2006,4171.93
2554,유럽,네덜란드,치료 및 재활 치료,2007,4868.2
2555,유럽,네덜란드,치료 및 재활 치료,2008,5650.59
2556,유럽,네덜란드,치료 및 재활 치료,2009,5679.66
2557,유럽,네덜란드,치료 및 재활 치료,2010,5678.47
2558,유럽,네덜란드,치료 및 재활 치료,2011,6010.61
2559,유럽,네덜란드,치료 및 재활 치료,2012,5714.16
2560,유럽,네덜란드,치료 및 재활 치료,2013,6068.86
2561,유럽,네덜란드,치료 및 재활 치료,2014,6195.01
2562,유럽,네덜란드,치료 및 재활 치료,2015,5391.98
2563,유럽,네덜란드,치료 및 재활 치료,2016,5595.84
2564,유럽,네덜란드,치료 및 재활 치료,2017,5835.91
2565,유럽,네덜란드,치료 및 재활 치료,2018,6332.44
2566,유럽,네덜란드,치료 및 재활 치료,2019,6274.36
2567,유럽,네덜란드,장기 치료,1998,3836.87
2568,유럽,네덜란드,장기 치료,1999,1162.75
2569,유럽,네덜란드,장기 치료,2000,1075.25
2570,유럽,네덜란드,장기 치료,2001,1174.28
2571,유럽,네덜란드,장기 치료,2002,1407.97
2572,유럽,네덜란드,장기 치료,2003,1824.73
2573,유럽,네덜란드,장기 치료,2004,2045.74
2574,유럽,네덜란드,장기 치료,2005,2098.33
2575,유럽,네덜란드,장기 치료,2006,2321.51
2576,유럽,네덜란드,장기 치료,2007,2608.64
2577,유럽,네덜란드,장기 치료,2008,3026.08
2578,유럽,네덜란드,장기 치료,2009,3009.51
2579,유럽,네덜란드,장기 치료,2010,2968.15
2580,유럽,네덜란드,장기 치료,2011,3255.12
2581,유럽,네덜란드,장기 치료,2012,3334.89
2582,유럽,네덜란드,장기 치료,2013,3506.05
2583,유럽,네덜란드,장기 치료,2014,3536.19
2584,유럽,네덜란드,장기 치료,2015,2775.04
2585,유럽,네덜란드,장기 치료,2016,2781.87
2586,유럽,네덜란드,장기 치료,2017,3013.94
2587,유럽,네덜란드,장기 치료,2018,3335.92
2588,유럽,네덜란드,장기 치료,2019,3463.12
2589,유럽,네덜란드,보건 보조 서비스,1998,274.75
2590,유럽,네덜란드,보건 보조 서비스,1999,87.68
2591,유럽,네덜란드,보건 보조 서비스,2000,76.24
2592,유럽,네덜란드,보건 보조 서비스,2001,89.42
2593,유럽,네덜란드,보건 보조 서비스,2002,114.18
2594,유럽,네덜란드,보건 보조 서비스,2003,136.12
2595,유럽,네덜란드,보건 보조 서비스,2004,149.92
2596,유럽,네덜란드,보건 보조 서비스,2005,150.5
2597,유럽,네덜란드,보건 보조 서비스,2006,158.49
2598,유럽,네덜란드,보건 보조 서비스,2007,188.42
2599,유럽,네덜란드,보건 보조 서비스,2008,214.9
2600,유럽,네덜란드,보건 보조 서비스,2009,216.23
2601,유럽,네덜란드,보건 보조 서비스,2010,215.12
2602,유럽,네덜란드,보건 보조 서비스,2011,237.06
2603,유럽,네덜란드,보건 보조 서비스,2012,222.8
2604,유럽,네덜란드,보건 보조 서비스,2013,232.74
2605,유럽,네덜란드,보건 보조 서비스,2014,241.71
2606,유럽,네덜란드,보건 보조 서비스,2015,202.82
2607,유럽,네덜란드,보건 보조 서비스,2016,202.67
2608,유럽,네덜란드,보건 보조 서비스,2017,208.94
2609,유럽,네덜란드,보건 보조 서비스,2018,233.54
2610,유럽,네덜란드,보건 보조 서비스,2019,230.13
2611,유럽,네덜란드,의료품,1998,2636.87
2612,유럽,네덜란드,의료품,1999,810.46
2613,유럽,네덜란드,의료품,2000,743.81
2614,유럽,네덜란드,의료품,2001,788.34
2615,유럽,네덜란드,의료품,2002,892.78
2616,유럽,네덜란드,의료품,2003,1145.37
2617,유럽,네덜란드,의료품,2004,1302.67
2618,유럽,네덜란드,의료품,2005,1339.5
2619,유럽,네덜란드,의료품,2006,1376.47
2620,유럽,네덜란드,의료품,2007,1602.57
2621,유럽,네덜란드,의료품,2008,1761.96
2622,유럽,네덜란드,의료품,2009,1633.77
2623,유럽,네덜란드,의료품,2010,1609.96
2624,유럽,네덜란드,의료품,2011,1743.02
2625,유럽,네덜란드,의료품,2012,1539.21
2626,유럽,네덜란드,의료품,2013,1516.19
2627,유럽,네덜란드,의료품,2014,1521.21
2628,유럽,네덜란드,의료품,2015,1298.37
2629,유럽,네덜란드,의료품,2016,1296.73
2630,유럽,네덜란드,의료품,2017,1324.24
2631,유럽,네덜란드,의료품,2018,1401.11
2632,유럽,네덜란드,의료품,2019,1385.61
2633,유럽,네덜란드,예방치료,1998,867.68
2634,유럽,네덜란드,예방치료,1999,268.48
2635,유럽,네덜란드,예방치료,2000,246.53
2636,유럽,네덜란드,예방치료,2001,256.73
2637,유럽,네덜란드,예방치료,2002,291.77
2638,유럽,네덜란드,예방치료,2003,364.34
2639,유럽,네덜란드,예방치료,2004,379.97
2640,유럽,네덜란드,예방치료,2005,392.33
2641,유럽,네덜란드,예방치료,2006,383.03
2642,유럽,네덜란드,예방치료,2007,449.82
2643,유럽,네덜란드,예방치료,2008,486.27
2644,유럽,네덜란드,예방치료,2009,508.96
2645,유럽,네덜란드,예방치료,2010,500.89
2646,유럽,네덜란드,예방치료,2011,505.03
2647,유럽,네덜란드,예방치료,2012,467.7
2648,유럽,네덜란드,예방치료,2013,467.62
2649,유럽,네덜란드,예방치료,2014,479.32
2650,유럽,네덜란드,예방치료,2015,371.03
2651,유럽,네덜란드,예방치료,2016,380.53
2652,유럽,네덜란드,예방치료,2017,377.58
2653,유럽,네덜란드,예방치료,2018,397.78
2654,유럽,네덜란드,예방치료,2019,407.8
2655,유럽,네덜란드,정부의료체계 및 재정행정,1998,769.19
2656,유럽,네덜란드,정부의료체계 및 재정행정,1999,231.81
2657,유럽,네덜란드,정부의료체계 및 재정행정,2000,210.02
2658,유럽,네덜란드,정부의료체계 및 재정행정,2001,222.0
2659,유럽,네덜란드,정부의료체계 및 재정행정,2002,245.95
2660,유럽,네덜란드,정부의료체계 및 재정행정,2003,302.58
2661,유럽,네덜란드,정부의료체계 및 재정행정,2004,349.42
2662,유럽,네덜란드,정부의료체계 및 재정행정,2005,405.5
2663,유럽,네덜란드,정부의료체계 및 재정행정,2006,447.73
2664,유럽,네덜란드,정부의료체계 및 재정행정,2007,514.89
2665,유럽,네덜란드,정부의료체계 및 재정행정,2008,535.88
2666,유럽,네덜란드,정부의료체계 및 재정행정,2009,507.28
2667,유럽,네덜란드,정부의료체계 및 재정행정,2010,480.43
2668,유럽,네덜란드,정부의료체계 및 재정행정,2011,529.24
2669,유럽,네덜란드,정부의료체계 및 재정행정,2012,485.84
2670,유럽,네덜란드,정부의료체계 및 재정행정,2013,512.46
2671,유럽,네덜란드,정부의료체계 및 재정행정,2014,532.8
2672,유럽,네덜란드,정부의료체계 및 재정행정,2015,441.01
2673,유럽,네덜란드,정부의료체계 및 재정행정,2016,431.65
2674,유럽,네덜란드,정부의료체계 및 재정행정,2017,438.48
2675,유럽,네덜란드,정부의료체계 및 재정행정,2018,463.29
2676,유럽,네덜란드,정부의료체계 및 재정행정,2019,458.17
2677,유럽,노르웨이,보건 당기 지출,1998,12983.58
2678,유럽,노르웨이,보건 당기 지출,1999,13688.33
2679,유럽,노르웨이,보건 당기 지출,2000,13209.55
2680,유럽,노르웨이,보건 당기 지출,2001,13958.73
2681,유럽,노르웨이,보건 당기 지출,2002,17606.77
2682,유럽,노르웨이,보건 당기 지출,2003,21089.27
2683,유럽,노르웨이,보건 당기 지출,2004,23335.76
2684,유럽,노르웨이,보건 당기 지출,2005,25735.09
2685,유럽,노르웨이,보건 당기 지출,2006,27358.97
2686,유럽,노르웨이,보건 당기 지출,2007,32288.23
2687,유럽,노르웨이,보건 당기 지출,2008,36798.58
2688,유럽,노르웨이,보건 당기 지출,2009,35034.66
2689,유럽,노르웨이,보건 당기 지출,2010,38209.44
2690,유럽,노르웨이,보건 당기 지출,2011,43750.45
2691,유럽,노르웨이,보건 당기 지출,2012,44704.64
2692,유럽,노르웨이,보건 당기 지출,2013,46640.48
2693,유럽,노르웨이,보건 당기 지출,2014,46588.41
2694,유럽,노르웨이,보건 당기 지출,2015,39107.57
2695,유럽,노르웨이,보건 당기 지출,2016,39063.57
2696,유럽,노르웨이,보건 당기 지출,2017,41106.17
2697,유럽,노르웨이,보건 당기 지출,2018,43818.08
2698,유럽,노르웨이,보건 당기 지출,2019,42665.11
2699,유럽,노르웨이,치료 및 재활 치료,1998,7008.74
2700,유럽,노르웨이,치료 및 재활 치료,1999,7194.23
2701,유럽,노르웨이,치료 및 재활 치료,2000,6772.05
2702,유럽,노르웨이,치료 및 재활 치료,2001,7177.98
2703,유럽,노르웨이,치료 및 재활 치료,2002,8949.37
2704,유럽,노르웨이,치료 및 재활 치료,2003,10696.05
2705,유럽,노르웨이,치료 및 재활 치료,2004,11652.37
2706,유럽,노르웨이,치료 및 재활 치료,2005,12954.35
2707,유럽,노르웨이,치료 및 재활 치료,2006,13814.04
